UF,CIDADE,BAIRRO 
PE,BODOCO,SIPAUBA
PE,BODOCO,CENTRO
PE,BODOCO,BODOCO RURAL
PE,BODOCO,SIPAUBA RURAL
PE,BODOCO,JARDIM RURAL
PE,BODOCO,CACIMBA NOVA
PE,BODOCO,FEITORIA (RUR)
PE,BODOCO,CENTRO - BODOCO
PE,BODOCO,CACIMBA NOVA RURAL
PE,BODOCO,FEITORIA RURAL
PE,BODOCO,CARACUI
PE,BODOCO,CAPIM
PE,BODOCO,CALCADAO
PE,BODOCO,ARAPUA
PE,BODOCO,VARZEA DO MEIO (RUR)
PE,BODOCO,VARZEA DO MEIO
PE,BODOCO,RURAL - BODOCO
PE,BODOCO,VILA BOM JARDIM
PE,BODOCO,RURAL
PE,BODOCO,CACIMBA NOVA (RUR)
PE,BODOCO,SERRA DO BREJO
PE,BODOCO,POVOADO
PE,BODOCO,N SA DE FATIMA
PE,BODOCO,FEITORIA
PE,BODOCO,COHAB I
PE,BODOCO,COHAB
PE,BODOCO,CLARANA
PE,BODOCO,CENTRO ALTO
PE,BODOCO,VILA NE CAMILO
PE,BODOCO,VILA SIPAUBA
PE,BODOCO,JOSE GOMES DE SA
PE,BODOCO,RAUL ALVES
PE,BODOCO,LOTEAMENTO NOVA BODOCO
PE,BODOCO,QUADRA D
PE,BODOCO,VILA S MARIA
PE,BODOCO,VILA NOVA
PE,BODOCO,VILA ESPLANADA
PE,BODOCO,V S FRANCISCO
PE,BODOCO,SAO JOSE
PE,BODOCO,SAO JORGE
PE,BODOCO,SAO FRANCISCO
PE,BODOCO,RURAL GERNOL
PE,BODOCO,PEDRAS
PE,BODOCO,OURICURI
PE,BODOCO,MUNICIPIO
PE,BODOCO,LOPE II
PE,BODOCO,ESPLANADA
PE,BODOCO,DOIS IRMAOS
PE,BODOCO,DAS PEDRAS
PE,BODOCO,COHAB III
PE,BODOCO,COHAB II
PE,BOM CONSELHO,FAZENDA LAGOA DO CASSIANO
PE,BOM CONSELHO,LOTTO NOVO JARDIM
PE,BOM CONSELHO,LOTTO ARABARI
PE,BOM CONSELHO,SITIO QUIXABEIRA
PE,BOM CONSELHO,SITIO BAIXA DO ANGICO - B
PE,BOM CONSELHO,SITIO LAJEIRO - BOM CONSE
PE,BOM CONSELHO,SITIO ESCARVADO - BOM CON
PE,BOM CONSELHO,GRANJA SAO SEBASTIAO - BO
PE,BOM CONSELHO,SITIO TAQUARI VELHO - BOM
PE,BOM CONSELHO,FAZENDA ITAPECURU - BOM C
PE,BOM CONSELHO,FAZENDA NAO ME DEIXE - BO
PE,BOM CONSELHO,FAZENDA NETO - BOM CONSEL
PE,BOM CONSELHO,FAZENDA TAQUARI - BOM CON
PE,BOM CONSELHO,FAZENDA REUNIDA SAO JOSE
PE,BOM CONSELHO,FAZENDA RENOVACAO - BOM C
PE,BOM CONSELHO,FAZENDA RUSSINHA - BOM CO
PE,BOM CONSELHO,FAZENDA BOA ESPERANCA - B
PE,BOM CONSELHO,FAZENDA BELA VISTA - BOM
PE,BOM CONSELHO,FAZENDA BOA VISTA - BOM C
PE,BOM CONSELHO,FAZENDA GUARANI - BOM CON
PE,BOM CONSELHO,FAZENDA GAMELEIRA - BOM C
PE,BOM CONSELHO,FAZENDA SANTA CLARA - BOM
PE,BOM CONSELHO,FAZENDA SANTA RITA
PE,BOM CONSELHO,FAZENDA SALOBRO ISOLADO -
PE,BOM CONSELHO,FAZENDA SANTIAGO - BOM CO
PE,BOM CONSELHO,FAZENDA OLHO DAGUA - BOM
PE,BOM CONSELHO,FAZENDA CORUJA - BOM CONS
PE,BOM CONSELHO,FAZENDA CAIXA DAGUA - BOM
PE,BOM CONSELHO,FAZENDA CACIMBA PAU FERRO
PE,BOM CONSELHO,FAZENDA ALVORADA
PE,BOM CONSELHO,FAZENDA ALABARI - BOM CON
PE,BOM CONSELHO,FAZENDA ALECRIM - BOM CON
PE,BOM CONSELHO,FAZENDA AGUA BRANCA - BOM
PE,BOM CONSELHO,FAZENDA MATA GRANDE - BOM
PE,BOM CONSELHO,FAZENDA JUEIRA - BOM CONS
PE,BOM CONSELHO,FAZENDA BARAUNA - BOM CON
PE,BOM CONSELHO,FAZENDA BARRA FUNDA - BOM
PE,BOM CONSELHO,FAZENDA BAIXA GRANDE - BO
PE,BOM CONSELHO,FAZENDA SERRA VERDE - BOM
PE,BOM CONSELHO,FAZENDA RIACHO DE PEDRA -
PE,BOM CONSELHO,FAZENDA RIACHO DO BARRO -
PE,BOM CONSELHO,FAZENDA RIACHAO - BOM CON
PE,BOM CONSELHO,FAZENDA RIACHAO ISOLADO -
PE,BOM CONSELHO,FAZENDA FLOR DE MAIO - BO
PE,BOM CONSELHO,FAZENDA FEIJAO - BOM CONS
PE,BOM CONSELHO,FAZENDA SAO DOMINGOS
PE,BOM CONSELHO,FAZENDA SAO JOSE - BOM CO
PE,BOM CONSELHO,FAZENDA SANTO ROMAO - BOM
PE,BOM CONSELHO,FAZENDA SANTO ANTONIO - B
PE,BOM CONSELHO,SITIO C DANTAS - BOM CONS
PE,BOM CONSELHO,SITIO ITAPECURU - BOM CON
PE,BOM CONSELHO,SITIO LOGRADO DOS NUNES -
PE,BOM CONSELHO,SITIO ROSILIO - BOM CONSE
PE,BOM CONSELHO,SITIO CAJUEIRO - BOM CONS
PE,BOM CONSELHO,SITIO JAPECANGA - BOM CON
PE,BOM CONSELHO,SITIO VEADO MAGRO - BOM C
PE,BOM CONSELHO,SITIO MARAVILHA - BOM CON
PE,BOM CONSELHO,SITIO MANDACARU - BOM CON
PE,BOM CONSELHO,SITIO RANCHO ALVORADA - B
PE,BOM CONSELHO,SITIO TRAPIA - BOM CONSEL
PE,BOM CONSELHO,SITIO LABIRINTO - BOM CON
PE,BOM CONSELHO,SITIO RUMO - BOM CONSELHO
PE,BOM CONSELHO,SITIO GENGIROBA - BOM CON
PE,BOM CONSELHO,SITIO LIMEIRAS - BOM CONS
PE,BOM CONSELHO,SITIO CAICARA - BOM CONSE
PE,BOM CONSELHO,SITIO CAIBROS - BOM CONSE
PE,BOM CONSELHO,SITIO DESERTO - BOM CONSE
PE,BOM CONSELHO,SITIO CAIXA DAGUA - BOM C
PE,BOM CONSELHO,SITIO MONTE ALVERNE - BOM
PE,BOM CONSELHO,SITIO FARIAS
PE,BOM CONSELHO,SITIO XICURU - BOM CONSEL
PE,BOM CONSELHO,SITIO PISCUIRA - BOM CONS
PE,BOM CONSELHO,SITIO ASA BRANCA - BOM CO
PE,BOM CONSELHO,SITIO SANTIAGO - BOM CONS
PE,BOM CONSELHO,SITIO BOA SORTE - BOM CON
PE,BOM CONSELHO,SITIO BOA UNIAO - BOM CON
PE,BOM CONSELHO,SITIO BOA VISTA - BOM CON
PE,BOM CONSELHO,SITIO GRAVATA - BOM CONSE
PE,BOM CONSELHO,SITIO GRAVATASSU - BOM CO
PE,BOM CONSELHO,SITIO MINACAO - BOM CONSE
PE,BOM CONSELHO,SITIO CHACARA DOS VENANCI
PE,BOM CONSELHO,SITIO CABORGE - BOM CONSE
PE,BOM CONSELHO,SITIO B DA LAMA - BOM CON
PE,BOM CONSELHO,SITIO BULANDINHO - BOM CO
PE,BOM CONSELHO,SITIO SABIA DE CIMA - BOM
PE,BOM CONSELHO,SITIO LAJEIRO DOS CABRAIS
PE,BOM CONSELHO,SITIO JUEIRA - BOM CONSEL
PE,BOM CONSELHO,SITIO TIMBAUBA - BOM CONS
PE,BOM CONSELHO,SITIO URTIGA - BOM CONSEL
PE,BOM CONSELHO,SITIO CACIMBA PAU FERRO -
PE,BOM CONSELHO,SITIO TARURI - BOM CONSEL
PE,BOM CONSELHO,CHACARA DUAS IRMAS - BOM
PE,BOM CONSELHO,SITIO ANGICO DE CIMA - BO
PE,BOM CONSELHO,SITIO LAJEDO DOS CABRAL -
PE,BOM CONSELHO,SITIO SAMBAIBA - BOM CONS
PE,BOM CONSELHO,SITIO RECANTO - BOM CONSE
PE,BOM CONSELHO,FAZENDA CACHOEIRA DO LEMO
PE,BOM CONSELHO,FAZENDA SANTA ANA - BOM C
PE,BOM CONSELHO,FAZENDA AGUA MANSA - BOM
PE,BOM CONSELHO,FAZENDA RIACHO DO BARRO
PE,BOM CONSELHO,FAZENDA S VITAL
PE,BOM CONSELHO,FAZENDA ALVORADA - BOM CO
PE,BOM CONSELHO,FAZENDA PAPACACINHA - BOM
PE,BOM CONSELHO,FAZENDA ADELIA MARIA II -
PE,BOM CONSELHO,FAZENDA MORRO GRANDE - BO
PE,BOM CONSELHO,FAZENDA BOA VONTADE - BOM
PE,BOM CONSELHO,FAZENDA ANGICO - BOM CONS
PE,BOM CONSELHO,FAZENDA TERRA PRETA - BOM
PE,BOM CONSELHO,SITIO SERRA DOS MARIOS -
PE,BOM CONSELHO,FAZENDA SERRA QUEIMADA -
PE,BOM CONSELHO,FAZENDA ALTO ACUDE - BOM
PE,BOM CONSELHO,FAZENDA NOVA - BOM CONSEL
PE,BOM CONSELHO,FAZENDA CACHOEIRINHA - BO
PE,BOM CONSELHO,FAZENDA SOBRADINHO - BOM
PE,BOM CONSELHO,FAZENDA LAGOA DO SERROTE
PE,BOM CONSELHO,FAZENDA LAGOA DOS DOIS PR
PE,BOM CONSELHO,FAZENDA LAGOA DO SERAFIM
PE,BOM CONSELHO,SITIO LAGOA DA URTIGA - B
PE,BOM CONSELHO,FAZENDA LAGOA DO FERRAZ -
PE,BOM CONSELHO,FAZENDA LAGOA NOVA - BOM
PE,BOM CONSELHO,FAZENDA LAGOA - BOM CONSE
PE,BOM CONSELHO,SITIO GRUTA DA NEGRA - BO
PE,BOM CONSELHO,SITIO TAMBORIL - BOM CONS
PE,BOM CONSELHO,SITIO PAPACACINHA - BOM C
PE,BOM CONSELHO,FAZENDA LAGOA DO JERIMUM
PE,BOM CONSELHO,SITIO CAMPO DE AVIACAO -
PE,BOM CONSELHO,SITIO ANGICO - BOM CONSEL
PE,BOM CONSELHO,SITIO ANGICO I - BOM CONS
PE,BOM CONSELHO,SITIO ANGICO II - BOM CON
PE,BOM CONSELHO,SITIO SOBRADINHO - BOM CO
PE,BOM CONSELHO,SITIO SERRA VERDE - BOM C
PE,BOM CONSELHO,SIITO SERRA DOS MARES - B
PE,BOM CONSELHO,SITIO SERRA DOS MARTINS -
PE,BOM CONSELHO,SITIO SAO PEDRO - BOM CON
PE,BOM CONSELHO,SITIO RIACHO SECO - BOM C
PE,BOM CONSELHO,SITIO RIACHO FUNDO - BOM
PE,BOM CONSELHO,SITIO RIACHO DA PEDRA - B
PE,BOM CONSELHO,SITIO RIACHO DO MEL - BOM
PE,BOM CONSELHO,SITIO RIACHO DO TRIGO - B
PE,BOM CONSELHO,SITIO RIACHO DO TIGRE - B
PE,BOM CONSELHO,SITIO RIACHO DO BARRO - B
PE,BOM CONSELHO,SITIO RIACHAO - BOM CONSE
PE,BOM CONSELHO,SITIO LAJEDO - BOM CONSEL
PE,BOM CONSELHO,SITIO LAGOINHA - BOM CONS
PE,BOM CONSELHO,SITIO LAGOA DO JERIMUM -
PE,BOM CONSELHO,SITIO LAGOA DO EXU - BOM
PE,BOM CONSELHO,SITIO LAGOA COMPRIDA - BO
PE,BOM CONSELHO,SITIO LAGOA SECA - BOM CO
PE,BOM CONSELHO,SITIO LAGOA DO FERRAZ - B
PE,BOM CONSELHO,SITIO LAGOA GRANDE - BOM
PE,BOM CONSELHO,SITIO LAGOA NOVA - BOM CO
PE,BOM CONSELHO,SITIO LAGOA DO PAU FERRO
PE,BOM CONSELHO,SITIO LAGOA DO GADO - BOM
PE,BOM CONSELHO,SITIO LAGOA DO DO - BOM C
PE,BOM CONSELHO,SITIO LAGOA PRIMEIRA - BO
PE,BOM CONSELHO,SITIO LAJES DOS PIRES - B
PE,BOM CONSELHO,SITIO JARDIM - BOM CONSEL
PE,BOM CONSELHO,SITIO FEIJAO - BOM CONSEL
PE,BOM CONSELHO,SITIO CAPIM ASSU
PE,BOM CONSELHO,SITIO CACHOEIRA DE CIMA -
PE,BOM CONSELHO,SITIO CACHOEIRA DOS LEMOS
PE,BOM CONSELHO,SITIO BARROCAO - BOM CONS
PE,BOM CONSELHO,SITIO BARBOSA - BOM CONSE
PE,BOM CONSELHO,SITIO CASINHA DE BAIXA
PE,BOM CONSELHO,SITIO BAIXA DA LAMA - BOM
PE,BOM CONSELHO,SITIO AREIAS - BOM CONSEL
PE,BOM CONSELHO,SITIO ALTO GRANDE - BOM C
PE,BOM CONSELHO,SITIO ALTO DO BONITO - BO
PE,BOM CONSELHO,SITIO AGUA BRANCA - BOM C
PE,BOM CONSELHO,SITIO SERRA QUEIMADA
PE,BOM CONSELHO,SITIO CHA DA CACHOEIRA
PE,BOM CONSELHO,SITIO IGREJA NOVA - BOM C
PE,BOM CONSELHO,PRAAÂ¿A PE MORAIS - BOM CON
PE,BOM CONSELHO,VILA QUEIMADOS - BOM CONS
PE,BOM CONSELHO,FAZENDA VELHA - BOM CONSE
PE,BOM CONSELHO,FAZENDA TAMANDUA - BOM CO
PE,BOM CONSELHO,FAZENDA TATU - BOM CONSEL
PE,BOM CONSELHO,FAZENDA BOM CONSELHO - BO
PE,BOM CONSELHO,FAZENDA GENJIROBA - BOM C
PE,BOM CONSELHO,FAZENDA GARRINCHA - BOM C
PE,BOM CONSELHO,FAZENDA SALGADO - BOM CON
PE,BOM CONSELHO,FAZENDA SABIA - BOM CONSE
PE,BOM CONSELHO,FAZENDA CACIMBINHA - BOM
PE,BOM CONSELHO,FAZENDA CALUMBI - BOM CON
PE,BOM CONSELHO,FAZENDA CAJUEIRO - BOM CO
PE,BOM CONSELHO,FAZENDA A CANCAO - BOM CO
PE,BOM CONSELHO,FAZENDA ARABARI - BOM CON
PE,BOM CONSELHO,FAZENDA MATA VERDE - BOM
PE,BOM CONSELHO,FAZENDA MAE LUZIA - BOM C
PE,BOM CONSELHO,FAZENDA MUNGUMBA - BOM CO
PE,BOM CONSELHO,FAZENDA BARRA TAQUARIS -
PE,BOM CONSELHO,FAZENDA BARREIRA FUNDA -
PE,BOM CONSELHO,FAZENDA SERRINHA - BOM CO
PE,BOM CONSELHO,FAZENDA ZE ALEXANDRE - BO
PE,BOM CONSELHO,FAZENDA VARZEA GRANDE - B
PE,BOM CONSELHO,FAZENDA FONCEIRO - BOM CO
PE,BOM CONSELHO,FAZENDA FONCEIRO III - BO
PE,BOM CONSELHO,FAZENDA FORQUILHA - BOM C
PE,BOM CONSELHO,FAZENDA SAO PEDRO - BOM C
PE,BOM CONSELHO,SITIO DITIO ABOBORA - BOM
PE,BOM CONSELHO,SITIO MAMOEIRO - BOM CONS
PE,BOM CONSELHO,SITIO MORORO - BOM CONSEL
PE,BOM CONSELHO,SITIO CARNIJO - BOM CONSE
PE,BOM CONSELHO,SITIO MARIA DA SERRA - BO
PE,BOM CONSELHO,SITIO ESCUTA - BOM CONSEL
PE,BOM CONSELHO,SITIO CALUMBI - BOM CONSE
PE,BOM CONSELHO,SITIO SANTA TEREZA - BOM
PE,BOM CONSELHO,SITIO CALDERJES - BOM CON
PE,BOM CONSELHO,SITIO LARANJEIRAS - BOM C
PE,BOM CONSELHO,SITIO ABOBORA - BOM CONSE
PE,BOM CONSELHO,SITIO TAQUERI NOVO - BOM
PE,BOM CONSELHO,SITIO ALABARI - BOM CONSE
PE,BOM CONSELHO,SITIO ROMAO - BOM CONSELH
PE,BOM CONSELHO,SITIO C PINTO - BOM CONSE
PE,BOM CONSELHO,SITIO BOA ESPERANCA - BOM
PE,BOM CONSELHO,SITIO TRES VOLTAS - BOM C
PE,BOM CONSELHO,SITIO TAMANDUA - BOM CONS
PE,BOM CONSELHO,SITIO PIRAUA - BOM CONSEL
PE,BOM CONSELHO,SITIO PIROAR - BOM CONSEL
PE,BOM CONSELHO,SITIO CANTO - BOM CONSELH
PE,BOM CONSELHO,SITIO CANTO ESCURO - BOM
PE,BOM CONSELHO,SITIO SABIA - BOM CONSELH
PE,BOM CONSELHO,SITIO SABIA DE BAIXO - BO
PE,BOM CONSELHO,SITIO VARGEM DAS COBRAS -
PE,BOM CONSELHO,SITIO BOM CONSELHO - BOM
PE,BOM CONSELHO,SITIO GARRINCHA - BOM CON
PE,BOM CONSELHO,SITIO FREXEIRA - BOM CONS
PE,BOM CONSELHO,SITIO MOCOS - BOM CONSELH
PE,BOM CONSELHO,SITIO ESCORREGO - BOM CON
PE,BOM CONSELHO,SITIO CACIMBA - BOM CONSE
PE,BOM CONSELHO,SITIO CACIMBINHA - BOM CO
PE,BOM CONSELHO,SITIO SERTAOZINHO - BOM C
PE,BOM CONSELHO,SITIO MUQUEM - BOM CONSEL
PE,BOM CONSELHO,SITIO PILAOZINHO - BOM CO
PE,BOM CONSELHO,SITIO TATU - BOM CONSELHO
PE,BOM CONSELHO,SITIO ZE ALEXANDRE - BOM
PE,BOM CONSELHO,SITIO BARRA DO TAQUARI -
PE,BOM CONSELHO,SITIO BARREIRA FUNDA - BO
PE,BOM CONSELHO,SITIO VARZEA GRANDE - BOM
PE,BOM CONSELHO,SITIO ALECRIM - BOM CONSE
PE,BOM CONSELHO,SITIO GAMELEIRA - BOM CON
PE,BOM CONSELHO,SITIO CERCADINHO - BOM CO
PE,BOM CONSELHO,FAZENDA BRITO - BOM CONSE
PE,BOM CONSELHO,SITIO TABOCAS - BOM CONSE
PE,BOM CONSELHO,FAZENDA SAO DOMINGOS - BO
PE,BOM CONSELHO,FAZENDA SALGADINHO - BOM
PE,BOM CONSELHO,CHACARA IARA - BOM CONSEL
PE,BOM CONSELHO,FAZENDA ALAGOINHA - BOM C
PE,BOM CONSELHO,FAZENDA SANTA MARIA - BOM
PE,BOM CONSELHO,FAZENDA ALTO FRUTUOSO - B
PE,BOM CONSELHO,FAZENDA PIRAJA - BOM CONS
PE,BOM CONSELHO,FAZENDA PIRES - BOM CONSE
PE,BOM CONSELHO,FAZENDA SAO SEBASTIAO - B
PE,BOM CONSELHO,FAZENDA FLORES - BOM CONS
PE,BOM CONSELHO,FAZENDA MASSAPE - BOM CON
PE,BOM CONSELHO,FAZENDA BALSAMO - BOM CON
PE,BOM CONSELHO,FAZENDA PACAS - BOM CONSE
PE,BOM CONSELHO,FAZENDA LEAO DO NORTE - B
PE,BOM CONSELHO,FAZENDA ENCANTADO - BOM C
PE,BOM CONSELHO,FAZENDA ESCARVADO - BOM C
PE,BOM CONSELHO,FAZENDA IGREJA NOVA - BOM
PE,BOM CONSELHO,FAZENDA CANCELA - BOM CON
PE,BOM CONSELHO,FAZENDA SANTA IRENE I - B
PE,BOM CONSELHO,ROD PE 218 - BOM CONSELHO
PE,BOM CONSELHO,FAZENDA LAGOA DE PEDRA -
PE,BOM CONSELHO,FAZENDA LAGOA DO CASSINO
PE,BOM CONSELHO,SITIO GRUTA DE OLIVEIRA -
PE,BOM CONSELHO,SITIO GRUTA FUNDA - BOM C
PE,BOM CONSELHO,SITIO CAFUNDO - BOM CONSE
PE,BOM CONSELHO,SITIO SILVANIA - BOM CONS
PE,BOM CONSELHO,SITIO INGAZEIRA - BOM CON
PE,BOM CONSELHO,SITIO BELA - BOM CONSELHO
PE,BOM CONSELHO,SITIO TAQUARI - BOM CONSE
PE,BOM CONSELHO,SITIO TAQUARI NOVO - BOM
PE,BOM CONSELHO,SITIO SANTO ANTONIO - BOM
PE,BOM CONSELHO,SITIO SOEM - BOM CONSELHO
PE,BOM CONSELHO,SITIO SERRA DOS LEOES - B
PE,BOM CONSELHO,SITIO SERRA GRANDE - BOM
PE,BOM CONSELHO,SITIO SAO VICENTE - BOM C
PE,BOM CONSELHO,SITIO SAO ROMAO - BOM CON
PE,BOM CONSELHO,SITIO SALOBRINHO - BOM CO
PE,BOM CONSELHO,SITIO SALGADINHO - BOM CO
PE,BOM CONSELHO,SITIO SALGADO - BOM CONSE
PE,BOM CONSELHO,SITIO RIACHO DOS CABOCLOS
PE,BOM CONSELHO,SITIO RIACHO DOS CAMPOS -
PE,BOM CONSELHO,SITIO QUEIMADAS - BOM CON
PE,BOM CONSELHO,SITIO QUEIMADA GRANDE - B
PE,BOM CONSELHO,SITIO POCO - BOM CONSELHO
PE,BOM CONSELHO,SITIO POCO DO VEADO - BOM
PE,BOM CONSELHO,SITIO POCO DAGUA - BOM CO
PE,BOM CONSELHO,SITIO POCOS - BOM CONSELH
PE,BOM CONSELHO,SITIO PIRES - BOM CONSELH
PE,BOM CONSELHO,SITIO PAU FERRO - BOM CON
PE,BOM CONSELHO,SITIO PAVAO RAINHA IZABEL
PE,BOM CONSELHO,SITIO PAU GRANDE - BOM CO
PE,BOM CONSELHO,SITIO PACAS - BOM CONSELH
PE,BOM CONSELHO,SITIO OLHO DAGUA - BOM CO
PE,BOM CONSELHO,SITIO OLHO DAGUA DOS CREN
PE,BOM CONSELHO,SITIO OLHO DAGUA VELHO -
PE,BOM CONSELHO,SITIO NOVO TAQUARA - BOM
PE,BOM CONSELHO,SITIO NOVO - BOM CONSELHO
PE,BOM CONSELHO,SITIO NOVO MUNDO - BOM CO
PE,BOM CONSELHO,SITIO NARCISO
PE,BOM CONSELHO,SITIO MATA VERDE - BOM CO
PE,BOM CONSELHO,SITIO MARGOSO - BOM CONSE
PE,BOM CONSELHO,SITIO MARCELINA - BOM CON
PE,BOM CONSELHO,SITIO MARCELINA II - BOM
PE,BOM CONSELHO,SITIO LEOES - BOM CONSELH
PE,BOM CONSELHO,SITIO LAGOA DE PEDRA - BO
PE,BOM CONSELHO,SITIO LAGOA MUQUEM - BOM
PE,BOM CONSELHO,SITIO LAGOA DA PEDRA - BO
PE,BOM CONSELHO,SITIO LAGOA DAS QUEIMADAS
PE,BOM CONSELHO,SITIO LAJES - BOM CONSELH
PE,BOM CONSELHO,SITIO GIQUIRI - BOM CONSE
PE,BOM CONSELHO,SITIO FLORESTA - BOM CONS
PE,BOM CONSELHO,SITIO FLORES - BOM CONSEL
PE,BOM CONSELHO,SITIO FANDANGO - BOM CONS
PE,BOM CONSELHO,SITIO DOUTORA MARCELINA -
PE,BOM CONSELHO,SITIO CHIQUEIRO - BOM CON
PE,BOM CONSELHO,SITIO CARNEIRO - BOM CONS
PE,BOM CONSELHO,SITIO CAPIM GROSSO - BOM
PE,BOM CONSELHO,SITIO CANELAS - BOM CONSE
PE,BOM CONSELHO,SITIO CANCELAS - BOM CONS
PE,BOM CONSELHO,SITIO CAETANA - BOM CONSE
PE,BOM CONSELHO,SITIO CACHOEIRA DO PINTO
PE,BOM CONSELHO,SITIO CACHOEIRA - BOM CON
PE,BOM CONSELHO,SITIO BRITO - BOM CONSELH
PE,BOM CONSELHO,SITIO BOQUEIRAO - BOM CON
PE,BOM CONSELHO,SITIO BALSAMO - BOM CONSE
PE,BOM CONSELHO,SITIO CAFUNDO DE BAIXA GR
PE,BOM CONSELHO,SITIO BAIXA GRANDE - BOM
PE,BOM CONSELHO,SITIO BAIXA DAS QUEIMADAS
PE,BOM CONSELHO,SITIO AMARGOSO - BOM CONS
PE,BOM CONSELHO,SITIO ALTO DO FRUTUOSO -
PE,BOM CONSELHO,SITIO ALTO DO ACUDE - BOM
PE,BOM CONSELHO,RURAL - BOM CONSELHO
PE,BOM CONSELHO,SITIO TIMBAUBA
PE,BOM CONSELHO,SITIO BARBOSA
PE,BOM CONSELHO,LOTTO JOSE CORREIA
PE,BOM CONSELHO,DISTRITO BARRA DO BREJO
PE,BOM CONSELHO,LOTTO PARAISO II
PE,BOM CONSELHO,LOTTO ELITA BARROS
PE,BOM CONSELHO,LOTTO ILKA EDJA
PE,BOM CONSELHO,ARABARI
PE,BOM CONSELHO,LOTTO BELA VISTA
PE,BOM CONSELHO,LOTTO VALE DO PAPACACA
PE,BOM CONSELHO,LOTTO BRISA DO MAR
PE,BOM CONSELHO,LOTTO STA FILOMENA
PE,BOM CONSELHO,IGREJA NOVA - BOM CONSELH
PE,BOM CONSELHO,CERU
PE,BOM CONSELHO,STA. TEREZINHA
PE,BOM CONSELHO,SITIO TATU
PE,BOM CONSELHO,SITIO TAQUERI NOVO
PE,BOM CONSELHO,SITIO TAQUARI
PE,BOM CONSELHO,SITIO TAMANDUA
PE,BOM CONSELHO,SITIO SOEM
PE,BOM CONSELHO,SITIO PILAOZINHO
PE,BOM CONSELHO,SITIO OLHO DAGUA
PE,BOM CONSELHO,SITIO NOVO TAQUARA
PE,BOM CONSELHO,SITIO MUQUEM
PE,BOM CONSELHO,SITIO LAGOA DE PEDRA
PE,BOM CONSELHO,SITIO GIQUIRI
PE,BOM CONSELHO,SITIO GARRINCHA
PE,BOM CONSELHO,SITIO CERCADINHO
PE,BOM CONSELHO,SITIO CACIMBA
PE,BOM CONSELHO,SITIO BARREIRA FUNDA
PE,BOM CONSELHO,SITIO BALSAMO
PE,BOM CONSELHO,SITIO BAIXA LAMA
PE,BOM CONSELHO,SITIO ALECRIM
PE,BOM CONSELHO,SAO VICENTE
PE,BOM CONSELHO,SAO RAFAEL
PE,BOM CONSELHO,SANTA MARIA
PE,BOM CONSELHO,SALOA
PE,BOM CONSELHO,RURAL
PE,BOM CONSELHO,PE 218
PE,BOM CONSELHO,PAU FERRO
PE,BOM CONSELHO,N.SA. DE FATIMA
PE,BOM CONSELHO,LOTEAMENTO
PE,BOM CONSELHO,LOT. BOM CONSELHO
PE,BOM CONSELHO,LOT JOSE ARAUJO TENORIO
PE,BOM CONSELHO,LOG DOS LEOES
PE,BOM CONSELHO,IATI
PE,BOM CONSELHO,GRANJA SAO SEBASTIAO
PE,BOM CONSELHO,FICTICIO
PE,BOM CONSELHO,FAZENDA ZE ALEXANDRE
PE,BOM CONSELHO,FAZENDA VARZEA GRANDE
PE,BOM CONSELHO,FAZENDA TERRA PRETA
PE,BOM CONSELHO,FAZENDA STO. ROMAO
PE,BOM CONSELHO,FAZENDA STO. ANTONIO
PE,BOM CONSELHO,FAZENDA STA. RITA
PE,BOM CONSELHO,FAZENDA SERRINHA
PE,BOM CONSELHO,FAZENDA SERRA VERDE
PE,BOM CONSELHO,FAZENDA SAO SEBASTIAO
PE,BOM CONSELHO,FAZENDA SAO JOSE
PE,BOM CONSELHO,FAZENDA SAO JOAO
PE,BOM CONSELHO,FAZENDA RUSSINHA
PE,BOM CONSELHO,FAZENDA RENOVACAO
PE,BOM CONSELHO,FAZENDA QUEIMADA GRANDE -
PE,BOM CONSELHO,FAZENDA OLHO DAGUA
PE,BOM CONSELHO,FAZENDA NOVA
PE,BOM CONSELHO,FAZENDA NETO
PE,BOM CONSELHO,FAZENDA NAO ME DEIXE
PE,BOM CONSELHO,FAZENDA MAE LUZIA
PE,BOM CONSELHO,FAZENDA LAGOA DO GIRIMUM
PE,BOM CONSELHO,FAZENDA JUEIRA
PE,BOM CONSELHO,FAZENDA GAMELEIRA
PE,BOM CONSELHO,FAZENDA FORQUILHA
PE,BOM CONSELHO,FAZENDA FONCEIRO
PE,BOM CONSELHO,FAZENDA FLORES
PE,BOM CONSELHO,FAZENDA FLOR DE MAIO
PE,BOM CONSELHO,FAZENDA FEIJAO
PE,BOM CONSELHO,FAZENDA CANCELA
PE,BOM CONSELHO,FAZENDA CACIMBINHA
PE,BOM CONSELHO,FAZENDA BOA VONTADE
PE,BOM CONSELHO,FAZENDA BOA VISTA
PE,BOM CONSELHO,FAZENDA BOA ESPERANCA
PE,BOM CONSELHO,FAZENDA BELA VISTA
PE,BOM CONSELHO,FAZENDA BARREIRA FUNDA
PE,BOM CONSELHO,FAZENDA BARRA TAQUARIS
PE,BOM CONSELHO,FAZENDA BARRA FUNDA
PE,BOM CONSELHO,FAZENDA BARAUNA
PE,BOM CONSELHO,FAZENDA ALTO FRUTUOSO
PE,BOM CONSELHO,FAZENDA ALTO ACUDE
PE,BOM CONSELHO,FAZENDA ALABARI
PE,BOM CONSELHO,COHAB
